lootdrop_id,item_id,item_charges,equip_item,chance,minlevel,maxlevel,multiplier,disabled_chance,min_expansion,max_expansion,content_flags,content_flags_disabled
100563,13070,1,0,36.798,0,127,1,0,-1,-1,NULL,NULL
100564,13067,1,0,58.708,0,127,1,0,-1,-1,NULL,NULL
100566,13250,1,0,15,0,127,1,0,-1,-1,NULL,NULL
100567,10307,1,1,25,0,127,2,0,-1,-1,NULL,NULL
100587,22570,1,0,30,0,127,1,0,-1,-1,NULL,NULL
100603,13071,1,0,20,0,127,1,0,-1,-1,NULL,NULL
100603,13072,1,0,20,0,127,1,0,-1,-1,NULL,NULL
100604,13064,1,0,40,0,127,1,0,-1,-1,NULL,NULL
100604,13270,1,0,60,0,127,1,0,-1,-1,NULL,NULL
100615,13847,1,0,6.25,0,127,1,0,-1,-1,NULL,NULL
100615,13848,1,0,31.25,0,127,1,0,-1,-1,NULL,NULL
100615,13849,1,0,25,0,127,1,0,-1,-1,NULL,NULL
100620,13417,1,0,14.286,0,127,1,0,-1,-1,NULL,NULL
100620,14018,1,0,20,0,127,1,0,-1,-1,NULL,NULL
100620,19659,1,0,28.571,0,127,1,0,-1,-1,NULL,NULL
100621,13041,1,0,68.571,0,127,2,0,-1,-1,NULL,NULL
100621,19660,1,0,54.286,0,127,1,0,-1,-1,NULL,NULL
100630,5072,1,1,2.283,0,127,1,0,-1,-1,NULL,NULL
100630,5073,1,1,1.598,0,127,1,0,-1,-1,NULL,NULL
100630,5074,1,1,3.196,0,127,1,0,-1,-1,NULL,NULL
100630,5075,1,1,2.511,0,127,1,0,-1,-1,NULL,NULL
100630,5076,1,1,1.826,0,127,1,0,-1,-1,NULL,NULL
100630,5077,1,1,1.142,0,127,1,0,-1,-1,NULL,NULL
100631,9029,1,1,1.37,0,127,1,0,-1,-1,NULL,NULL
100631,12739,1,0,23.973,0,127,1,0,-1,-1,NULL,NULL
100632,13073,1,0,36.53,0,127,2,0,-1,-1,NULL,NULL
100638,11950,1,0,20,0,127,1,0,-1,-1,NULL,NULL
100638,12656,1,0,27.5,0,127,1,0,-1,-1,NULL,NULL
100639,12466,1,0,100,0,127,1,0,-1,-1,NULL,NULL
100658,5072,1,1,10.526,0,127,1,0,-1,-1,NULL,NULL
100658,5076,1,1,5.263,0,127,1,0,-1,-1,NULL,NULL
100658,5077,1,1,5.263,0,127,1,0,-1,-1,NULL,NULL
100658,12844,1,1,57.895,0,127,1,0,-1,-1,NULL,NULL
100659,13073,1,0,42.105,0,127,2,0,-1,-1,NULL,NULL
100672,14772,1,0,6.25,0,127,1,0,-1,-1,NULL,NULL
100677,13417,1,0,15.278,0,127,1,0,-1,-1,NULL,NULL
100677,14018,1,0,25.347,0,127,1,0,-1,-1,NULL,NULL
100677,19659,1,0,32.812,0,127,1,0,-1,-1,NULL,NULL
100678,13041,1,0,58.507,0,127,2,0,-1,-1,NULL,NULL
100678,19660,1,0,35.417,0,127,1,0,-1,-1,NULL,NULL
100680,13073,1,0,35,0,255,2,0,-1,-1,NULL,NULL
100689,10006,1,1,0.664,0,127,1,0,-1,-1,NULL,NULL
100689,10007,1,1,0.997,0,127,1,0,-1,-1,NULL,NULL
100689,10019,1,0,0.997,0,127,1,0,-1,-1,NULL,NULL
100689,10020,1,0,0.664,0,127,1,0,-1,-1,NULL,NULL
100689,10027,1,0,0.664,0,127,1,0,-1,-1,NULL,NULL
100689,10039,1,1,0.997,0,127,1,0,-1,-1,NULL,NULL
100690,28073,1,0,5.648,0,127,1,0,-1,-1,NULL,NULL
100690,28074,1,1,4.319,0,127,1,0,-1,-1,NULL,NULL
100690,28075,1,1,3.654,0,127,1,0,-1,-1,NULL,NULL
100691,12729,1,1,100,0,127,1,0,-1,-1,NULL,NULL
100751,10008,1,1,1,0,127,1,0,-1,-1,NULL,NULL
100751,10025,1,0,1,0,255,1,0,-1,-1,NULL,NULL
100751,10225,1,0,1,0,127,1,0,2,99,NULL,NULL
100751,11538,1,1,0.84,0,255,1,0,-1,-1,NULL,NULL
100751,22504,1,0,1,0,127,1,0,2,99,NULL,NULL
100763,12851,1,1,100,0,127,1,0,-1,-1,NULL,NULL
100764,10023,1,0,1.205,0,127,2,0,-1,-1,NULL,NULL
100764,10025,1,0,1.205,0,127,2,0,-1,-1,NULL,NULL
100764,10040,1,1,2.41,0,127,1,0,-1,-1,NULL,NULL
100764,10041,1,1,1.205,0,127,1,0,-1,-1,NULL,NULL
100764,10225,1,0,2.41,0,127,1,0,2,99,NULL,NULL
100765,10578,1,1,1.5,0,127,1,0,-1,-1,NULL,NULL
100765,10580,1,1,2,0,127,1,0,-1,-1,NULL,NULL
100765,10581,1,1,1.85,0,127,1,0,-1,-1,NULL,NULL
100765,10582,1,1,0.75,0,255,1,0,-1,-1,NULL,NULL
100765,10583,1,1,1,0,127,1,0,-1,-1,NULL,NULL
100765,10587,1,1,10.25,0,127,1,0,-1,-1,NULL,NULL
100765,14820,1,0,17.5,0,127,1,0,-1,-1,NULL,NULL
100766,11980,1,1,100,0,127,1,0,-1,-1,NULL,NULL
100827,10002,1,1,2.941,0,127,1,0,-1,-1,NULL,NULL
100827,10003,1,1,2.941,0,127,1,0,-1,-1,NULL,NULL
100827,10028,1,0,4.412,0,127,1,0,-1,-1,NULL,NULL
100827,10029,1,0,1.471,0,127,2,0,-1,-1,NULL,NULL
100827,10030,1,0,1.471,0,127,2,0,-1,-1,NULL,NULL
100827,16976,1,0,10.294,0,127,1,0,2,99,NULL,NULL
100827,22505,1,0,1.471,0,127,2,0,2,99,NULL,NULL
100828,6475,1,0,4.412,0,127,1,0,-1,-1,NULL,NULL
100828,7230,1,1,0.25,0,255,1,0,-1,-1,NULL,NULL
100828,10228,1,0,19.118,0,127,2,0,-1,-1,NULL,NULL
100828,11399,1,0,17.647,0,127,1,0,-1,-1,NULL,NULL
100828,14758,1,1,2,0,127,1,0,-1,-1,NULL,NULL
100828,16972,1,0,17.647,0,127,2,0,-1,-1,NULL,NULL
100828,18438,1,0,2.941,0,127,1,0,-1,-1,NULL,NULL
100828,22135,1,0,38.235,0,127,1,0,-1,-1,NULL,NULL
100829,5038,1,1,89.706,0,127,1,0,-1,-1,NULL,NULL
100829,5350,1,1,1.471,0,127,1,0,-1,-1,NULL,NULL
100829,7350,1,1,2.941,0,127,1,0,-1,-1,NULL,NULL
100829,7351,1,1,2.941,0,127,1,0,-1,-1,NULL,NULL
100829,7352,1,1,1.471,0,127,1,0,-1,-1,NULL,NULL
100840,6475,1,0,9.677,0,127,1,0,-1,-1,NULL,NULL
100840,7231,1,1,0.25,0,255,1,0,-1,-1,NULL,NULL
100840,10228,1,0,6.452,0,127,2,0,-1,-1,NULL,NULL
100840,11399,1,0,29.032,0,127,1,0,-1,-1,NULL,NULL
100840,16972,1,0,6.452,0,127,2,0,-1,-1,NULL,NULL
100840,18438,1,0,3.226,0,127,1,0,-1,-1,NULL,NULL
100840,22135,1,0,29.032,0,127,1,0,-1,-1,NULL,NULL
100842,3269,1,0,0.5,0,255,1,0,-1,-1,NULL,NULL
100842,10228,1,0,20,0,127,2,0,-1,-1,NULL,NULL
100842,11399,1,0,20,0,127,1,0,-1,-1,NULL,NULL
100842,16972,1,0,20,0,127,2,0,-1,-1,NULL,NULL
100842,18438,1,0,6.667,0,127,1,0,-1,-1,NULL,NULL
100842,22135,1,0,20,0,127,1,0,-1,-1,NULL,NULL
100844,6352,1,1,7.143,0,127,1,0,-1,-1,NULL,NULL
100844,10029,1,0,7.143,0,127,2,0,-1,-1,NULL,NULL
100844,16976,1,0,7.143,0,127,2,0,2,99,NULL,NULL
100845,3264,1,0,1,0,255,1,0,-1,-1,NULL,NULL
100845,6475,1,0,7.143,0,127,1,0,-1,-1,NULL,NULL
100845,7234,1,1,7.143,0,127,1,0,-1,-1,NULL,NULL
100845,10228,1,0,14.286,0,127,2,0,-1,-1,NULL,NULL
100845,11399,1,0,7.143,0,127,1,0,-1,-1,NULL,NULL
100845,16972,1,0,14.286,0,127,2,0,-1,-1,NULL,NULL
100845,22135,1,0,42.857,0,127,1,0,-1,-1,NULL,NULL
100847,12837,1,0,100,0,127,1,0,-1,-1,NULL,NULL
100848,22135,1,0,50,0,127,1,0,-1,-1,NULL,NULL
100857,10029,1,0,4.444,0,127,1,0,-1,-1,NULL,NULL
100857,10030,1,0,2.222,0,127,1,0,-1,-1,NULL,NULL
100857,10043,1,1,2.222,0,127,1,0,-1,-1,NULL,NULL
100857,16976,1,0,4.444,0,127,1,0,2,99,NULL,NULL
100858,5038,1,1,93.333,0,127,1,0,-1,-1,NULL,NULL
100858,6350,1,1,6.667,0,127,1,0,-1,-1,NULL,NULL
100858,7352,1,1,4.444,0,127,1,0,-1,-1,NULL,NULL
100877,5350,1,1,12.5,0,127,1,0,-1,-1,NULL,NULL
100877,5352,1,1,12.5,0,127,1,0,-1,-1,NULL,NULL
100877,7247,1,1,1,0,127,1,0,-1,-1,NULL,NULL
100878,6475,1,0,25,0,127,1,0,-1,-1,NULL,NULL
100878,10228,1,0,25,0,127,1,0,-1,-1,NULL,NULL
100878,11399,1,0,37.5,0,127,1,0,-1,-1,NULL,NULL
100878,16972,1,0,12.5,0,127,2,0,-1,-1,NULL,NULL
100878,22135,1,0,37.5,0,127,1,0,-1,-1,NULL,NULL
100879,10031,1,0,0.226,0,127,1,0,-1,-1,NULL,NULL
100879,10032,1,0,0.162,0,127,1,0,-1,-1,NULL,NULL
100879,10033,1,0,0.162,0,127,1,0,-1,-1,NULL,NULL
100879,10034,1,0,0.259,0,127,1,0,-1,-1,NULL,NULL
100879,10035,1,0,0.162,0,127,1,0,-1,-1,NULL,NULL
100879,10037,1,0,0.162,0,127,1,0,-1,-1,NULL,NULL
100879,16976,1,0,0.129,0,127,2,0,2,99,NULL,NULL
100880,6475,1,0,7.376,0,127,1,0,-1,-1,NULL,NULL
100880,10228,1,0,0.356,0,127,1,0,-1,-1,NULL,NULL
100880,11399,1,0,0.356,0,127,1,0,-1,-1,NULL,NULL
100880,16972,1,0,20.705,0,127,2,0,-1,-1,NULL,NULL
100880,18438,1,0,0.032,0,127,1,0,-1,-1,NULL,NULL
100880,22135,1,0,6.082,0,127,1,0,-1,-1,NULL,NULL
100885,6350,1,1,16.667,0,127,1,0,-1,-1,NULL,NULL
100885,16976,1,0,25,0,127,1,0,2,99,NULL,NULL
100885,22505,1,0,16.667,0,127,1,0,2,99,NULL,NULL
100886,7244,1,1,0.25,0,255,1,0,-1,-1,NULL,NULL
100886,10228,1,0,16.667,0,127,2,0,-1,-1,NULL,NULL
100886,11399,1,0,50,0,127,1,0,-1,-1,NULL,NULL
100886,16972,1,0,33.333,0,127,2,0,-1,-1,NULL,NULL
100886,22135,1,0,50,0,127,1,0,-1,-1,NULL,NULL
100888,6351,1,1,4.167,0,127,1,0,-1,-1,NULL,NULL
100888,10028,1,0,4.167,0,127,1,0,-1,-1,NULL,NULL
100888,10030,1,0,4.167,0,127,1,0,-1,-1,NULL,NULL
100889,6475,1,0,8.333,0,127,1,0,-1,-1,NULL,NULL
100889,10228,1,0,12.5,0,127,2,0,-1,-1,NULL,NULL
100889,11399,1,0,20.833,0,127,1,0,-1,-1,NULL,NULL
100889,16972,1,0,8.333,0,127,2,0,-1,-1,NULL,NULL
100889,18438,1,0,4.167,0,127,1,0,-1,-1,NULL,NULL
100889,22135,1,0,70.833,0,127,1,0,-1,-1,NULL,NULL
100891,6475,1,0,14.286,0,127,1,0,-1,-1,NULL,NULL
100891,7243,1,1,0.3,0,255,1,0,-1,-1,NULL,NULL
100891,11399,1,0,14.286,0,127,1,0,-1,-1,NULL,NULL
100891,16972,1,0,14.286,0,127,2,0,-1,-1,NULL,NULL
100891,22135,1,0,28.571,0,127,1,0,-1,-1,NULL,NULL
100893,6350,1,1,9.091,0,127,1,0,-1,-1,NULL,NULL
100894,10228,1,0,9.091,0,127,2,0,-1,-1,NULL,NULL
100894,11399,1,0,9.091,0,127,1,0,-1,-1,NULL,NULL
100894,16972,1,0,9.091,0,127,2,0,-1,-1,NULL,NULL
100894,22135,1,0,63.636,0,127,1,0,-1,-1,NULL,NULL
100926,12786,1,0,10.959,0,127,1,0,-1,-1,NULL,NULL
100934,12439,1,0,50,0,127,1,0,-1,-1,NULL,NULL
100934,12440,1,0,40,0,127,1,0,-1,-1,NULL,NULL
100943,12660,1,0,100,0,127,1,0,-1,-1,NULL,NULL
100964,10020,1,0,0.901,0,127,1,0,-1,-1,NULL,NULL
100964,10023,1,0,2.703,0,127,1,0,-1,-1,NULL,NULL
100964,10024,1,0,0.901,0,127,1,0,-1,-1,NULL,NULL
100964,10028,1,0,1.802,0,127,1,0,-1,-1,NULL,NULL
100964,10041,1,1,0.901,0,127,1,0,-1,-1,NULL,NULL
100964,10042,1,1,0.901,0,127,1,0,-1,-1,NULL,NULL
100964,12633,1,0,10.811,0,127,1,0,-1,-1,NULL,NULL
100964,16899,1,0,19.82,0,127,1,0,-1,-1,NULL,NULL
100965,12743,1,1,32.432,0,127,1,0,-1,-1,NULL,NULL
100965,12745,1,0,18.018,0,127,1,0,-1,-1,NULL,NULL
100965,12746,1,0,26.126,0,127,1,0,-1,-1,NULL,NULL
100965,12747,1,0,22.523,0,127,1,0,-1,-1,NULL,NULL
100969,10027,1,0,3.226,0,127,2,0,-1,-1,NULL,NULL
100969,10028,1,0,6.452,0,127,2,0,-1,-1,NULL,NULL
100981,11951,1,0,14.286,0,127,2,0,-1,-1,NULL,NULL
100990,10028,1,0,5.556,0,127,2,0,-1,-1,NULL,NULL
100998,10027,1,0,5.263,0,127,2,0,-1,-1,NULL,NULL
101009,11951,1,0,25,0,127,2,0,-1,-1,NULL,NULL
101018,10008,1,1,3.704,0,127,1,0,-1,-1,NULL,NULL
101018,11939,1,1,3.704,0,127,1,0,-1,-1,NULL,NULL
101018,11940,1,1,3.704,0,127,1,0,-1,-1,NULL,NULL
101018,11941,1,1,3.704,0,127,1,0,-1,-1,NULL,NULL
101018,11942,1,1,3.704,0,127,1,0,-1,-1,NULL,NULL
101018,11943,1,1,3.704,0,127,1,0,-1,-1,NULL,NULL
101019,14776,1,0,48.148,0,127,1,0,-1,-1,NULL,NULL
101022,11951,1,0,58.333,0,127,2,0,-1,-1,NULL,NULL
101023,10027,1,0,1.176,0,127,2,0,-1,-1,NULL,NULL
101026,10018,1,0,3.333,0,127,2,0,-1,-1,NULL,NULL
101026,10020,1,0,3.333,0,127,2,0,-1,-1,NULL,NULL
101026,10027,1,0,3.333,0,127,2,0,-1,-1,NULL,NULL
101030,22515,1,0,50,0,127,1,0,-1,-1,NULL,NULL
101031,6018,1,1,100,0,127,1,0,-1,-1,NULL,NULL
101032,10002,1,1,0.977,0,127,1,0,-1,-1,NULL,NULL
101032,10003,1,1,0.651,0,127,1,0,-1,-1,NULL,NULL
101032,10028,1,0,0.326,0,127,1,0,-1,-1,NULL,NULL
101032,10029,1,0,0.651,0,127,1,0,-1,-1,NULL,NULL
101032,10030,1,0,0.326,0,127,1,0,-1,-1,NULL,NULL
101032,10043,1,1,0.326,0,127,1,0,-1,-1,NULL,NULL
101032,16976,1,0,3.583,0,127,1,0,2,99,NULL,NULL
101032,22505,1,0,0.326,0,127,1,0,2,99,NULL,NULL
101033,14018,1,0,16.287,0,127,1,0,-1,-1,NULL,NULL
101033,16983,1,0,18.893,0,127,1,0,-1,-1,NULL,NULL
101034,13041,1,0,37.134,0,127,2,0,-1,-1,NULL,NULL
101036,5006,1,1,100,0,127,1,0,-1,-1,NULL,NULL
101042,7352,1,1,100,0,127,2,0,-1,-1,NULL,NULL
101045,10002,1,1,1.6,0,127,1,0,-1,-1,NULL,NULL
101045,10003,1,1,0.8,0,127,1,0,-1,-1,NULL,NULL
101045,10012,1,0,0.8,0,127,1,0,-1,-1,NULL,NULL
101045,10028,1,0,3.2,0,127,1,0,-1,-1,NULL,NULL
101045,10029,1,0,0.8,0,127,1,0,-1,-1,NULL,NULL
101045,10030,1,0,0.8,0,127,1,0,-1,-1,NULL,NULL
101045,10043,1,1,0.8,0,127,1,0,-1,-1,NULL,NULL
101045,10044,1,1,0.8,0,127,1,0,-1,-1,NULL,NULL
101045,16976,1,0,7.2,0,127,1,0,2,99,NULL,NULL
101045,22505,1,0,0.8,0,127,1,0,2,99,NULL,NULL
101046,5350,1,1,2.4,0,127,1,0,-1,-1,NULL,NULL
101046,5351,1,1,0.8,0,127,1,0,-1,-1,NULL,NULL
101046,5352,1,1,0.8,0,127,1,0,-1,-1,NULL,NULL
101046,5353,1,1,0.8,0,127,1,0,-1,-1,NULL,NULL
101046,6350,1,1,0.8,0,127,1,0,-1,-1,NULL,NULL
101046,6351,1,1,1.6,0,127,1,0,-1,-1,NULL,NULL
101046,6352,1,1,2.4,0,127,1,0,-1,-1,NULL,NULL
101046,7350,1,1,2.4,0,127,1,0,-1,-1,NULL,NULL
101046,7351,1,1,4,0,127,1,0,-1,-1,NULL,NULL
101046,7352,1,1,0.8,0,127,1,0,-1,-1,NULL,NULL
101046,30979,1,1,1.6,0,127,1,0,3,99,NULL,NULL
101046,30982,1,1,0.8,0,127,1,0,3,99,NULL,NULL
101047,10002,1,1,0.862,0,127,1,0,-1,-1,NULL,NULL
101047,10012,1,0,0.647,0,127,1,0,-1,-1,NULL,NULL
101047,10029,1,0,0.216,0,127,1,0,-1,-1,NULL,NULL
101047,10030,1,0,0.647,0,127,1,0,-1,-1,NULL,NULL
101047,10043,1,1,0.431,0,127,1,0,-1,-1,NULL,NULL
101047,10044,1,1,0.647,0,127,1,0,-1,-1,NULL,NULL
101047,16976,1,0,3.664,0,127,1,0,2,99,NULL,NULL
101047,22505,1,0,0.431,0,127,1,0,2,99,NULL,NULL
101048,5350,1,1,1.509,0,127,1,0,-1,-1,NULL,NULL
101048,5351,1,1,2.586,0,127,1,0,-1,-1,NULL,NULL
101048,5352,1,1,2.155,0,127,1,0,-1,-1,NULL,NULL
101048,5353,1,1,2.371,0,127,1,0,-1,-1,NULL,NULL
101048,6350,1,1,1.94,0,127,1,0,-1,-1,NULL,NULL
101048,6351,1,1,0.862,0,127,1,0,-1,-1,NULL,NULL
101048,6352,1,1,0.862,0,127,1,0,-1,-1,NULL,NULL
101048,7350,1,1,1.509,0,127,1,0,-1,-1,NULL,NULL
101048,7351,1,1,2.155,0,127,1,0,-1,-1,NULL,NULL
101048,7352,1,1,1.724,0,127,1,0,-1,-1,NULL,NULL
101048,30979,1,1,0.862,0,127,1,0,3,99,NULL,NULL
101048,30982,1,1,0.216,0,127,1,0,3,99,NULL,NULL
101056,22135,1,0,50,0,127,1,0,-1,-1,NULL,NULL
101067,22515,1,0,33.333,0,127,1,0,-1,-1,NULL,NULL
101068,5006,1,1,100,0,127,1,0,-1,-1,NULL,NULL
101070,5006,1,1,100,0,127,1,0,-1,-1,NULL,NULL
101075,5006,1,1,85.714,0,127,1,0,-1,-1,NULL,NULL
101077,5352,1,1,100,0,127,2,0,-1,-1,NULL,NULL
101080,5352,1,1,100,0,127,2,0,-1,-1,NULL,NULL
101083,5352,1,1,100,0,127,2,0,-1,-1,NULL,NULL
101085,1163,1,1,50,0,127,1,0,-1,-1,NULL,NULL
101087,13661,1,1,100,0,127,1,0,-1,-1,NULL,NULL
101089,10012,1,0,1.695,0,127,1,0,-1,-1,NULL,NULL
101089,10030,1,0,1.695,0,127,2,0,-1,-1,NULL,NULL
101089,16976,1,0,1.695,0,127,2,0,2,99,NULL,NULL
101090,12922,1,1,22.034,0,127,1,0,-1,-1,NULL,NULL
101090,22135,1,0,32.203,0,127,2,0,-1,-1,NULL,NULL
101095,7352,1,1,100,0,127,2,0,-1,-1,NULL,NULL
101099,12923,1,1,12.903,0,127,1,0,-1,-1,NULL,NULL
101099,16976,1,0,9.677,0,127,2,0,2,99,NULL,NULL
101100,22135,1,0,45.161,0,127,2,0,-1,-1,NULL,NULL
101104,22135,1,0,50,0,127,1,0,-1,-1,NULL,NULL
101110,10038,1,1,100,0,127,1,0,-1,-1,NULL,NULL
101112,10002,1,1,0.254,0,127,1,0,-1,-1,NULL,NULL
101112,10003,1,1,0.413,0,127,1,0,-1,-1,NULL,NULL
101112,10012,1,0,0.413,0,127,1,0,-1,-1,NULL,NULL
101112,10028,1,0,0.286,0,127,1,0,-1,-1,NULL,NULL
101112,10029,1,0,0.286,0,127,1,0,-1,-1,NULL,NULL
101112,10030,1,0,0.413,0,127,1,0,-1,-1,NULL,NULL
101112,10043,1,1,0.476,0,127,1,0,-1,-1,NULL,NULL
101112,10044,1,1,0.54,0,127,1,0,-1,-1,NULL,NULL
101112,16976,1,0,4.098,0,127,1,0,2,99,NULL,NULL
101112,22505,1,0,0.349,0,127,1,0,2,99,NULL,NULL
101113,12633,1,0,6.989,0,127,1,0,-1,-1,NULL,NULL
101113,12977,1,0,31.194,0,127,1,0,-1,-1,NULL,NULL
101114,12830,1,0,54.003,0,127,1,0,-1,-1,NULL,NULL
101115,10002,1,1,1.77,0,127,1,0,-1,-1,NULL,NULL
101115,10030,1,0,0.885,0,127,1,0,-1,-1,NULL,NULL
101115,10044,1,1,1.77,0,127,1,0,-1,-1,NULL,NULL
101115,16976,1,0,7.08,0,127,1,0,2,99,NULL,NULL
101116,6350,1,1,16.814,0,127,1,0,-1,-1,NULL,NULL
101116,6351,1,1,1.77,0,127,1,0,-1,-1,NULL,NULL
101116,6352,1,1,1.77,0,127,1,0,-1,-1,NULL,NULL
101140,12922,1,1,14.894,0,127,1,0,-1,-1,NULL,NULL
101144,12085,1,0,2.262,0,127,1,0,-1,-1,NULL,NULL
101144,12086,1,0,0.754,0,127,1,0,-1,-1,NULL,NULL
101144,13783,1,0,15.686,0,127,1,0,-1,-1,NULL,NULL
101144,30357,1,0,11.463,0,127,1,0,-1,-1,NULL,NULL
101144,30359,1,0,2.413,0,127,1,0,-1,-1,NULL,NULL
101159,5072,1,1,3.571,0,127,1,0,-1,-1,NULL,NULL
101159,5073,1,1,3.571,0,127,1,0,-1,-1,NULL,NULL
101159,5074,1,1,2.381,0,127,1,0,-1,-1,NULL,NULL
101159,5075,1,1,5.952,0,127,1,0,-1,-1,NULL,NULL
101159,5076,1,1,4.762,0,127,1,0,-1,-1,NULL,NULL
101159,5077,1,1,5.952,0,127,1,0,-1,-1,NULL,NULL
101159,9029,1,1,3.571,0,127,1,0,-1,-1,NULL,NULL
101159,12739,1,0,27.381,0,127,1,0,-1,-1,NULL,NULL
101160,13073,1,0,52.381,0,127,2,0,-1,-1,NULL,NULL
101174,10008,1,1,0.881,0,127,1,0,-1,-1,NULL,NULL
101174,10024,1,0,0.441,0,127,1,0,-1,-1,NULL,NULL
101174,10025,1,0,0.881,0,127,1,0,-1,-1,NULL,NULL
101174,10040,1,1,0.881,0,127,1,0,-1,-1,NULL,NULL
101174,10041,1,1,0.881,0,127,1,0,-1,-1,NULL,NULL
101174,11944,1,1,2.203,0,127,1,0,-1,-1,NULL,NULL
101174,22504,1,0,0.441,0,127,1,0,2,99,NULL,NULL
101175,11938,1,1,1.762,0,127,1,0,-1,-1,NULL,NULL
101175,11939,1,1,2.203,0,127,1,0,-1,-1,NULL,NULL
101175,11940,1,1,1.322,0,127,1,0,-1,-1,NULL,NULL
101175,11942,1,1,1.322,0,127,1,0,-1,-1,NULL,NULL
101175,11943,1,1,3.084,0,127,1,0,-1,-1,NULL,NULL
101176,12850,1,1,93.392,0,127,1,0,-1,-1,NULL,NULL
101179,11944,1,1,0.997,0,127,1,0,-1,-1,NULL,NULL
101180,11938,1,1,2.99,0,127,1,0,-1,-1,NULL,NULL
101180,11939,1,1,0.997,0,127,1,0,-1,-1,NULL,NULL
101180,11940,1,1,4.319,0,127,1,0,-1,-1,NULL,NULL
101180,11941,1,1,2.326,0,127,1,0,-1,-1,NULL,NULL
101180,11942,1,1,1.329,0,127,1,0,-1,-1,NULL,NULL
101180,11943,1,1,1.329,0,127,1,0,-1,-1,NULL,NULL
101181,13073,1,0,53.156,0,127,2,0,-1,-1,NULL,NULL
101240,13019,1,0,14.286,0,127,1,0,-1,-1,NULL,NULL
101240,13076,1,0,28.571,0,127,1,0,-1,-1,NULL,NULL
101242,10010,1,1,2.632,0,127,1,0,-1,-1,NULL,NULL
101242,14599,1,0,15.789,0,127,1,0,-1,-1,NULL,NULL
101242,22519,1,0,15.789,0,127,1,0,-1,-1,NULL,NULL
101243,10024,1,0,1.667,0,127,1,0,-1,-1,NULL,NULL
101243,10025,1,0,1.111,0,127,1,0,-1,-1,NULL,NULL
101243,10040,1,1,0.556,0,127,1,0,-1,-1,NULL,NULL
101243,10041,1,1,0.556,0,127,1,0,-1,-1,NULL,NULL
101243,11944,1,1,0.556,0,127,1,0,-1,-1,NULL,NULL
101244,11938,1,1,3.889,0,127,1,0,-1,-1,NULL,NULL
101244,11939,1,1,1.667,0,127,1,0,-1,-1,NULL,NULL
101244,11940,1,1,1.667,0,127,1,0,-1,-1,NULL,NULL
101244,11941,1,1,2.778,0,127,1,0,-1,-1,NULL,NULL
101244,11942,1,1,1.667,0,127,1,0,-1,-1,NULL,NULL
101244,11943,1,1,2.222,0,127,1,0,-1,-1,NULL,NULL
101245,10008,1,1,1.282,0,127,1,0,-1,-1,NULL,NULL
101245,10023,1,0,0.321,0,127,1,0,-1,-1,NULL,NULL
101245,10024,1,0,0.641,0,127,1,0,-1,-1,NULL,NULL
101245,10040,1,1,0.321,0,127,1,0,-1,-1,NULL,NULL
101245,10041,1,1,0.321,0,127,1,0,-1,-1,NULL,NULL
101245,10042,1,1,0.321,0,127,1,0,-1,-1,NULL,NULL
101247,22135,1,0,38.782,0,127,1,0,-1,-1,NULL,NULL
101248,10008,1,1,0.749,0,127,1,0,-1,-1,NULL,NULL
101248,10022,1,0,0.749,0,127,1,0,-1,-1,NULL,NULL
101248,10023,1,0,0.749,0,127,1,0,-1,-1,NULL,NULL
101248,10024,1,0,0.375,0,127,1,0,-1,-1,NULL,NULL
101248,10041,1,1,0.375,0,127,1,0,-1,-1,NULL,NULL
101248,10042,1,1,1.124,0,127,1,0,-1,-1,NULL,NULL
101248,11944,1,1,2.247,0,127,1,0,-1,-1,NULL,NULL
101248,22504,1,0,0.375,0,127,1,0,2,99,NULL,NULL
101249,11938,1,1,2.247,0,127,1,0,-1,-1,NULL,NULL
101249,11939,1,1,1.873,0,127,1,0,-1,-1,NULL,NULL
101249,11940,1,1,2.247,0,127,1,0,-1,-1,NULL,NULL
101249,11941,1,1,0.749,0,127,1,0,-1,-1,NULL,NULL
101249,11942,1,1,0.749,0,127,1,0,-1,-1,NULL,NULL
101249,11943,1,1,1.873,0,127,1,0,-1,-1,NULL,NULL
101250,14776,1,0,44.944,0,127,1,0,-1,-1,NULL,NULL
101253,12672,1,1,50.926,0,127,1,0,-1,-1,NULL,NULL
101267,10012,1,0,0.61,0,127,1,0,-1,-1,NULL,NULL
101267,10020,1,0,1.22,0,127,1,0,-1,-1,NULL,NULL
101267,10027,1,0,1.829,0,127,1,0,-1,-1,NULL,NULL
101267,10028,1,0,1.829,0,127,1,0,-1,-1,NULL,NULL
101267,10044,1,1,0.61,0,127,1,0,-1,-1,NULL,NULL
101267,16976,1,0,4.878,0,127,1,0,2,99,NULL,NULL
101267,22505,1,0,0.61,0,127,1,0,2,99,NULL,NULL
101268,4202,1,1,1.22,0,127,1,0,-1,-1,NULL,NULL
101268,4204,1,1,0.61,0,127,1,0,-1,-1,NULL,NULL
101268,4205,1,1,0.61,0,127,1,0,-1,-1,NULL,NULL
101268,4206,1,1,0.61,0,127,1,0,-1,-1,NULL,NULL
101268,4209,1,1,0.61,0,127,1,0,-1,-1,NULL,NULL
101268,6552,1,0,12.805,0,127,1,0,3,99,NULL,NULL
101268,12977,1,0,23.78,0,127,1,0,-1,-1,NULL,NULL
